GU,66,010,Guam,00000,00000000,County subdivision not defined,Z9,F
GU,66,010,Guam,04650,01927055,Agana Heights municipality,Z1,N
GU,66,010,Guam,07250,01927056,Agat municipality,Z1,N
GU,66,010,Guam,13100,01927057,Asan municipality,Z1,N
GU,66,010,Guam,17650,01927058,Barrigada municipality,Z1,N
GU,66,010,Guam,26100,01927059,Chalan Pago-Ordot municipality,Z1,N
GU,66,010,Guam,28050,01927060,Dededo municipality,Z1,N
GU,66,010,Guam,34800,01927061,Hag̴ṯa municipality,Z1,N
GU,66,010,Guam,36500,01927062,Inarajan municipality,Z1,N
GU,66,010,Guam,46250,01927063,Mangilao municipality,Z1,N
GU,66,010,Guam,50150,01927064,Merizo municipality,Z1,N
GU,66,010,Guam,51450,01927065,Mongmong-Toto-Maite municipality,Z1,N
GU,66,010,Guam,59250,01927066,Piti municipality,Z1,N
GU,66,010,Guam,62500,01927067,Santa Rita municipality,Z1,N
GU,66,010,Guam,65750,01927068,Sinajana municipality,Z1,N
GU,66,010,Guam,69650,01927069,Talofofo municipality,Z1,N
GU,66,010,Guam,71600,01927070,Tamuning municipality,Z1,N
GU,66,010,Guam,78750,01927071,Umatac municipality,Z1,N
GU,66,010,Guam,83300,01927072,Yigo municipality,Z1,N
GU,66,010,Guam,84600,01927073,Yona municipality,Z1,N
