MD,24,023,Garrett County,90960,01929455,District 11, The Elbow,Z1,N
MD,24,023,Garrett County,91052,01929460,District 12, Bittinger,Z1,N
MD,24,023,Garrett County,91144,01929473,District 13, Kitzmiller,Z1,N
MD,24,023,Garrett County,91236,01929488,District 14, West Oakland,Z1,N
MD,24,023,Garrett County,91328,01929491,District 15, Avilton,Z1,N
MD,24,023,Garrett County,91420,01929503,District 16, Mountain Lake Park,Z1,N
MD,24,025,Harford County,90048,01929412,District 1, Abingdon,Z1,N
MD,24,025,Harford County,90140,01929532,District 2, Halls Cross Roads,Z1,N
MD,24,025,Harford County,90232,01929574,District 3, Bel Air,Z1,N
MD,24,025,Harford County,90324,01929614,District 4, Marshall,Z1,N
MD,24,025,Harford County,90416,01929627,District 5, Dublin,Z1,N
MD,24,025,Harford County,90508,01929652,District 6, Havre de Grace,Z1,N
MD,24,027,Howard County,90052,01929418,District 1, Elkridge,Z1,N
MD,24,027,Howard County,90144,01929528,District 2, Ellicott City,Z1,N
MD,24,027,Howard County,90236,01929592,District 3, West Friendship,Z1,N
MD,24,027,Howard County,90328,01929613,District 4, Lisbon,Z1,N
MD,24,027,Howard County,90420,01929626,District 5, Clarksville,Z1,N
MD,24,027,Howard County,90512,01929661,District 6, Savage,Z1,N
MD,24,029,Kent County,90056,01929422,District 1, Massey,Z1,N
MD,24,029,Kent County,90148,01929534,District 2, Kennedyville,Z1,N
MD,24,029,Kent County,90240,01929593,District 3, Worton (Betterton),Z1,N
MD,24,029,Kent County,90332,01929607,District 4, Chestertown,Z1,N
MD,24,029,Kent County,90424,01929628,District 5, Edesville,Z1,N
MD,24,029,Kent County,90516,01929650,District 6, Fairlee,Z1,N
MD,24,029,Kent County,90608,01929674,District 7, Pomona,Z1,N
MD,24,031,Montgomery County,90060,01929411,District 1,Z1,N
MD,24,031,Montgomery County,90152,01929523,District 2,Z1,N
MD,24,031,Montgomery County,90244,01929573,District 3,Z1,N
MD,24,031,Montgomery County,90336,01929600,District 4,Z1,N
MD,24,031,Montgomery County,90428,01929623,District 5,Z1,N
MD,24,031,Montgomery County,90520,01929645,District 6,Z1,N
MD,24,031,Montgomery County,90612,01929666,District 7,Z1,N
MD,24,031,Montgomery County,90704,01929686,District 8,Z1,N
MD,24,031,Montgomery County,90796,01929703,District 9,Z1,N
MD,24,031,Montgomery County,90888,01929433,District 10,Z1,N
MD,24,031,Montgomery County,90976,01929446,District 11,Z1,N
MD,24,031,Montgomery County,91068,01929458,District 12,Z1,N
MD,24,031,Montgomery County,91160,01929469,District 13,Z1,N
MD,24,033,Prince George's County,90064,01929430,District 1, Vansville,Z1,N
MD,24,033,Prince George's County,90156,01929524,District 2, Bladensburg,Z1,N
MD,24,033,Prince George's County,90248,01929584,District 3, Marlboro,Z1,N
MD,24,033,Prince George's County,90340,01929616,District 4, Nottingham,Z1,N
MD,24,033,Prince George's County,90432,01929638,District 5, Piscataway,Z1,N
MD,24,033,Prince George's County,90524,01929662,District 6, Spauldings,Z1,N
MD,24,033,Prince George's County,90616,01929677,District 7, Queen Anne,Z1,N
MD,24,033,Prince George's County,90708,01929689,District 8, Aquasco,Z1,N
MD,24,033,Prince George's County,90800,01929714,District 9, Surratts,Z1,N
MD,24,033,Prince George's County,90892,01929437,District 10, Laurel,Z1,N
MD,24,033,Prince George's County,90980,01929448,District 11, Brandywine,Z1,N
MD,24,033,Prince George's County,91072,01929464,District 12, Oxon Hill,Z1,N
MD,24,033,Prince George's County,91164,01929472,District 13, Kent,Z1,N
MD,24,033,Prince George's County,91256,01929482,District 14, Bowie,Z1,N
MD,24,033,Prince George's County,91348,01929496,District 15, Mellwood,Z1,N
MD,24,033,Prince George's County,91440,01929500,District 16, Hyattsville,Z1,N
MD,24,033,Prince George's County,91532,01929506,District 17, Chillum,Z1,N
MD,24,033,Prince George's County,91624,01929515,District 18, Seat Pleasant,Z1,N
MD,24,033,Prince George's County,91716,01929520,District 19, Riverdale,Z1,N
MD,24,033,Prince George's County,91808,01929547,District 20, Lanham,Z1,N
MD,24,033,Prince George's County,91900,01929549,District 21, Berwyn,Z1,N
MD,24,035,Queen Anne's County,90068,01929416,District 1, Dixon,Z1,N
MD,24,035,Queen Anne's County,90160,01929526,District 2, Church Hill,Z1,N
MD,24,035,Queen Anne's County,90252,01929577,District 3, Centreville,Z1,N
MD,24,035,Queen Anne's County,90344,01929612,District 4, Kent Island,Z1,N
MD,24,035,Queen Anne's County,90436,01929639,District 5, Queenstown,Z1,N
MD,24,035,Queen Anne's County,90528,01929659,District 6, Ruthsburg,Z1,N
MD,24,035,Queen Anne's County,90620,01929671,District 7, Crumpton,Z1,N
MD,24,037,St. Mary's County,90072,01929427,District 1, St. Inigoes,Z1,N
