KY,21,001,Adair County,00516847,H1,A
KY,21,003,Allen County,00516848,H1,A
KY,21,005,Anderson County,00516849,H1,A
KY,21,007,Ballard County,00516850,H1,A
KY,21,009,Barren County,00516851,H1,A
KY,21,011,Bath County,00516852,H1,A
KY,21,013,Bell County,00516853,H1,A
KY,21,015,Boone County,00516854,H1,A
KY,21,017,Bourbon County,00516855,H1,A
KY,21,019,Boyd County,00516856,H1,A
KY,21,021,Boyle County,00516857,H1,A
KY,21,023,Bracken County,00516858,H1,A
KY,21,025,Breathitt County,00516859,H1,A
KY,21,027,Breckinridge County,00516860,H1,A
KY,21,029,Bullitt County,00516861,H1,A
KY,21,031,Butler County,00516862,H1,A
KY,21,033,Caldwell County,00516863,H1,A
KY,21,035,Calloway County,00516864,H1,A
KY,21,037,Campbell County,00516865,H1,A
KY,21,039,Carlisle County,00516866,H1,A
KY,21,041,Carroll County,00516867,H1,A
KY,21,043,Carter County,00516868,H1,A
KY,21,045,Casey County,00516869,H1,A
KY,21,047,Christian County,00516870,H1,A
KY,21,049,Clark County,00516871,H1,A
KY,21,051,Clay County,00516872,H1,A
KY,21,053,Clinton County,00516873,H1,A
KY,21,055,Crittenden County,00516874,H1,A
KY,21,057,Cumberland County,00516875,H1,A
KY,21,059,Daviess County,00516876,H1,A
KY,21,061,Edmonson County,00516877,H1,A
KY,21,063,Elliott County,00516878,H1,A
KY,21,065,Estill County,00516879,H1,A
KY,21,067,Fayette County,00516880,H6,C
KY,21,069,Fleming County,00516881,H1,A
KY,21,071,Floyd County,00516882,H1,A
KY,21,073,Franklin County,00516883,H1,A
KY,21,075,Fulton County,00516884,H1,A
KY,21,077,Gallatin County,00516885,H1,A
KY,21,079,Garrard County,00516886,H1,A
KY,21,081,Grant County,00516887,H1,A
KY,21,083,Graves County,00516888,H1,A
KY,21,085,Grayson County,00516889,H1,A
KY,21,087,Green County,00516890,H1,A
KY,21,089,Greenup County,00516891,H1,A
KY,21,091,Hancock County,00516892,H1,A
KY,21,093,Hardin County,00516893,H1,A
KY,21,095,Harlan County,00516894,H1,A
KY,21,097,Harrison County,00516895,H1,A
KY,21,099,Hart County,00516896,H1,A
KY,21,101,Henderson County,00516897,H1,A
KY,21,103,Henry County,00516898,H1,A
KY,21,105,Hickman County,00516899,H1,A
KY,21,107,Hopkins County,00516900,H1,A
KY,21,109,Jackson County,00516901,H1,A
KY,21,111,Jefferson County,00516902,H6,C
KY,21,113,Jessamine County,00516903,H1,A
KY,21,115,Johnson County,00516904,H1,A
KY,21,117,Kenton County,00516905,H1,A
KY,21,119,Knott County,00516906,H1,A
KY,21,121,Knox County,00516907,H1,A
KY,21,123,Larue County,00516908,H1,A
KY,21,125,Laurel County,00516909,H1,A
KY,21,127,Lawrence County,00516910,H1,A
KY,21,129,Lee County,00516911,H1,A
KY,21,131,Leslie County,00516912,H1,A
KY,21,133,Letcher County,00516913,H1,A
KY,21,135,Lewis County,00516914,H1,A
KY,21,137,Lincoln County,00516915,H1,A
KY,21,139,Livingston County,00516916,H1,A
KY,21,141,Logan County,00516917,H1,A
KY,21,143,Lyon County,00516918,H1,A
KY,21,145,McCracken County,00516925,H1,A
KY,21,147,McCreary County,00516926,H1,A
KY,21,149,McLean County,00516927,H1,A
KY,21,151,Madison County,00516919,H1,A
KY,21,153,Magoffin County,00516920,H1,A
KY,21,155,Marion County,00516921,H1,A
KY,21,157,Marshall County,00516922,H1,A
KY,21,159,Martin County,00516923,H1,A
KY,21,161,Mason County,00516924,H1,A
KY,21,163,Meade County,00516928,H1,A
KY,21,165,Menifee County,00516929,H1,A
KY,21,167,Mercer County,00516930,H1,A
KY,21,169,Metcalfe County,00516931,H1,A
KY,21,171,Monroe County,00516932,H1,A
KY,21,173,Montgomery County,00516933,H1,A
KY,21,175,Morgan County,00516934,H1,A
KY,21,177,Muhlenberg County,00516935,H1,A
KY,21,179,Nelson County,00516936,H1,A
KY,21,181,Nicholas County,00516937,H1,A
KY,21,183,Ohio County,00516938,H1,A
KY,21,185,Oldham County,00516939,H1,A
KY,21,187,Owen County,00516940,H1,A
KY,21,189,Owsley County,00516941,H1,A
KY,21,191,Pendleton County,00516942,H1,A
KY,21,193,Perry County,00516943,H1,A
KY,21,195,Pike County,00516944,H1,A
KY,21,197,Powell County,00516945,H1,A
KY,21,199,Pulaski County,00516946,H1,A
KY,21,201,Robertson County,00516947,H1,A
KY,21,203,Rockcastle County,00516948,H1,A
KY,21,205,Rowan County,00516949,H1,A
KY,21,207,Russell County,00516950,H1,A
KY,21,209,Scott County,00516951,H1,A
KY,21,211,Shelby County,00516952,H1,A
KY,21,213,Simpson County,00516953,H1,A
KY,21,215,Spencer County,00516954,H1,A
KY,21,217,Taylor County,00516955,H1,A
KY,21,219,Todd County,00516956,H1,A
KY,21,221,Trigg County,00516957,H1,A
KY,21,223,Trimble County,00516958,H1,A
KY,21,225,Union County,00516959,H1,A
KY,21,227,Warren County,00516960,H1,A
KY,21,229,Washington County,00516961,H1,A
KY,21,231,Wayne County,00516962,H1,A
KY,21,233,Webster County,00516963,H1,A
KY,21,235,Whitley County,00516964,H1,A
KY,21,237,Wolfe County,00516965,H1,A
KY,21,239,Woodford County,00516966,H1,A
