TN,47,001,01639722,Anderson County,H1,A
TN,47,003,01639723,Bedford County,H1,A
TN,47,005,01639724,Benton County,H1,A
TN,47,007,01639725,Bledsoe County,H1,A
TN,47,009,01639726,Blount County,H1,A
TN,47,011,01639727,Bradley County,H1,A
TN,47,013,01639728,Campbell County,H1,A
TN,47,015,01648572,Cannon County,H1,A
TN,47,017,01639729,Carroll County,H1,A
TN,47,019,01639730,Carter County,H1,A
TN,47,021,01639731,Cheatham County,H1,A
TN,47,023,01639732,Chester County,H1,A
TN,47,025,01639733,Claiborne County,H1,A
TN,47,027,01648573,Clay County,H1,A
TN,47,029,01639734,Cocke County,H1,A
TN,47,031,01639735,Coffee County,H1,A
TN,47,033,01648574,Crockett County,H1,A
TN,47,035,01639736,Cumberland County,H1,A
TN,47,037,01639737,Davidson County,H6,C
TN,47,039,01639739,Decatur County,H1,A
TN,47,041,01639738,DeKalb County,H1,A
TN,47,043,01639740,Dickson County,H1,A
TN,47,045,01639741,Dyer County,H1,A
TN,47,047,01639742,Fayette County,H1,A
TN,47,049,01639743,Fentress County,H1,A
TN,47,051,01639744,Franklin County,H1,A
TN,47,053,01639745,Gibson County,H1,A
TN,47,055,01639746,Giles County,H1,A
TN,47,057,01648575,Grainger County,H1,A
TN,47,059,01639747,Greene County,H1,A
TN,47,061,01639748,Grundy County,H1,A
TN,47,063,01648576,Hamblen County,H1,A
TN,47,065,01639749,Hamilton County,H1,A
TN,47,067,01648577,Hancock County,H1,A
TN,47,069,01639750,Hardeman County,H1,A
TN,47,071,01639751,Hardin County,H1,A
TN,47,073,01639752,Hawkins County,H1,A
TN,47,075,01639753,Haywood County,H1,A
TN,47,077,01639754,Henderson County,H1,A
TN,47,079,01639755,Henry County,H1,A
TN,47,081,01639756,Hickman County,H1,A
TN,47,083,01648578,Houston County,H1,A
TN,47,085,01639757,Humphreys County,H1,A
TN,47,087,01639758,Jackson County,H1,A
TN,47,089,01639759,Jefferson County,H1,A
TN,47,091,01639760,Johnson County,H1,A
TN,47,093,01639761,Knox County,H1,A
TN,47,095,01639762,Lake County,H1,A
TN,47,097,01639763,Lauderdale County,H1,A
TN,47,099,01639764,Lawrence County,H1,A
TN,47,101,01639765,Lewis County,H1,A
TN,47,103,01639766,Lincoln County,H1,A
TN,47,105,01639767,Loudon County,H1,A
TN,47,107,01639773,McMinn County,H1,A
TN,47,109,01639774,McNairy County,H1,A
TN,47,111,01639768,Macon County,H1,A
TN,47,113,01639769,Madison County,H1,A
TN,47,115,01639770,Marion County,H1,A
TN,47,117,01639771,Marshall County,H1,A
TN,47,119,01639772,Maury County,H1,A
TN,47,121,01639775,Meigs County,H1,A
TN,47,123,01639776,Monroe County,H1,A
TN,47,125,01639777,Montgomery County,H1,A
TN,47,127,01648579,Moore County,H6,C
TN,47,129,01639778,Morgan County,H1,A
TN,47,131,01639779,Obion County,H1,A
TN,47,133,01639780,Overton County,H1,A
TN,47,135,01639781,Perry County,H1,A
TN,47,137,01648580,Pickett County,H1,A
TN,47,139,01639782,Polk County,H1,A
TN,47,141,01639783,Putnam County,H1,A
TN,47,143,01639784,Rhea County,H1,A
TN,47,145,01639785,Roane County,H1,A
TN,47,147,01639786,Robertson County,H1,A
TN,47,149,01639787,Rutherford County,H1,A
TN,47,151,01639788,Scott County,H1,A
TN,47,153,01652643,Sequatchie County,H1,A
TN,47,155,01639789,Sevier County,H1,A
TN,47,157,01639790,Shelby County,H1,A
TN,47,159,01639791,Smith County,H1,A
TN,47,161,01639792,Stewart County,H1,A
TN,47,163,01639793,Sullivan County,H1,A
TN,47,165,01639794,Sumner County,H1,A
TN,47,167,01639795,Tipton County,H1,A
TN,47,169,01648581,Trousdale County,H6,C
TN,47,171,01648582,Unicoi County,H1,A
TN,47,173,01648583,Union County,H1,A
TN,47,175,01648584,Van Buren County,H1,A
TN,47,177,01639796,Warren County,H1,A
TN,47,179,01639797,Washington County,H1,A
TN,47,181,01639798,Wayne County,H1,A
TN,47,183,01639799,Weakley County,H1,A
TN,47,185,01639800,White County,H1,A
TN,47,187,01639801,Williamson County,H1,A
TN,47,189,01639802,Wilson County,H1,A
