HI,15,001,00365280,Hawaii County,H1,A
HI,15,003,00365281,Honolulu County,H6,A
HI,15,005,01702380,Kalawao County,H4,G
HI,15,007,00365282,Kauai County,H1,A
HI,15,009,00365283,Maui County,H1,A
