ME,23,001,00581286,Androscoggin County,H1,A
ME,23,003,00581287,Aroostook County,H1,A
ME,23,005,00581288,Cumberland County,H1,A
ME,23,007,00581289,Franklin County,H1,A
ME,23,009,00581290,Hancock County,H1,A
ME,23,011,00581291,Kennebec County,H1,A
ME,23,013,00581292,Knox County,H1,A
ME,23,015,00581293,Lincoln County,H1,A
ME,23,017,00581294,Oxford County,H1,A
ME,23,019,00581295,Penobscot County,H1,A
ME,23,021,00581296,Piscataquis County,H1,A
ME,23,023,00581297,Sagadahoc County,H1,A
ME,23,025,00581298,Somerset County,H1,A
ME,23,027,00581299,Waldo County,H1,A
ME,23,029,00581300,Washington County,H1,A
ME,23,031,00581301,York County,H1,A
